# chimera	E	m
32123123	106	88
32123131	97	72
32123132	111	90
32123133	82	84
32123211	117	92
32123212	128	74
32123213	116	92
32123221	111	65
32123222	90	47
32123223	103	65
32123231	124	93
32123232	128	75
32123233	107	93
32123311	102	86
32123312	123	92
32123313	103	74
32123321	121	91
32123322	110	90
32123323	115	79
32123331	105	63
32123332	119	69
32123333	90	51
32131111	75	37
32131112	96	55
32131113	76	49
32131121	116	64
32131122	105	82
32131123	110	76
32131131	101	60
32131132	115	78
32131133	86	72
32131211	130	87
32131212	141	94
32131213	129	99
32131221	126	85
32131222	105	67
32131223	118	85
32131231	139	98
32131232	143	95
32131233	122	86
32131311	102	78
32131312	123	84
32131313	103	66
32131321	123	83
32131322	112	89
32131323	117	71
32131331	107	55
32131332	121	61
32131333	92	43
32132111	81	48
32132112	102	66
32132113	82	60
32132121	120	75
32132122	109	93
32132123	114	87
32132131	105	71
32132132	119	89
32132133	90	83
32132211	123	98
32132212	134	83
32132213	122	101
32132221	117	74
32132222	96	56
32132223	109	74
32132231	130	97
32132232	134	84
32132233	113	85
32132311	103	77
32132312	124	83
32132313	104	65
32132321	122	82
32132322	111	88
32132323	116	70
32132331	106	54
32132332	120	60
32132333	91	42
32133111	62	50
32133112	83	68
32133113	63	62
32133121	101	77
32133122	90	95
32133123	95	89
32133131	86	73
32133132	100	91
32133133	71	74
32133211	111	100
32133212	122	95
32133213	110	96
32133221	105	86
32133222	84	68
32133223	97	86
32133231	118	85
32133232	122	91
32133233	101	73
32133311	82	65
32133312	103	71
32133313	83	53
32133321	101	70
32133322	90	76
32133323	95	58
32133331	85	42
32133332	99	48
32133333	70	30
32211111	72	41
32211112	93	59
32211113	73	53
32211121	98	68
32211122	87	86
32211123	92	80
32211131	90	64
32211132	104	82
32211133	75	76
32211211	83	86
32211212	94	68
32211213	82	86
32211221	64	59
32211222	43	41
32211223	56	59
32211231	84	87
32211232	88	69
32211233	67	87
32211311	82	85
32211312	103	101
32211313	83	83
32211321	88	100
32211322	77	84
32211323	82	88
32211331	79	72
32211332	93	78
32211333	64	60
32212111	89	52
32212112	110	70
32212113	90	64
32212121	113	79
32212122	102	80
32212123	107	91
32212131	105	75
32212132	119	93
32212133	90	87
32212211	87	75
32212212	98	57
32212213	86	75
32212221	66	48
32212222	45	30
32212223	58	48
32212231	86	76
32212232	90	58
32212233	69	76
32212311	94	94
32212312	115	100
32212313	95	82
32212321	98	91
32212322	87	73
32212323	92	87
32212331	89	71
32212332	103	77
32212333	74	59
32213111	96	54
32213112	117	72
32213113	97	66
32213121	120	81
32213122	109	92
32213123	114	93
32213131	112	77
32213132	126	95
32213133	97	89
32213211	101	87
32213212	112	69
32213213	100	87
32213221	80	60
32213222	59	42
32213223	72	60
32213231	100	88
32213232	104	70
32213233	83	88
32213311	99	82
32213312	120	88
32213313	100	70
32213321	103	87
32213322	92	85
32213323	97	75
32213331	94	59
32213332	108	65
32213333	79	47
32221111	82	59
32221112	103	77
32221113	83	71
32221121	108	86
32221122	97	73
32221123	102	91
32221131	100	82
32221132	114	100
32221133	85	94
32221211	85	68
32221212	96	50
32221213	84	68
32221221	66	41
32221222	45	23
32221223	58	41
32221231	86	69
32221232	90	51
32221233	69	69
32221311	89	97
32221312	110	93
32221313	90	85
32221321	95	84
32221322	84	66
32221323	89	84
32221331	86	74
32221332	100	80
32221333	71	62
32222111	75	70
32222112	96	88
32222113	76	82
32222121	99	80
32222122	88	62
32222123	93	80
32222131	91	93
32222132	105	90
32222133	76	105
32222211	65	57
32222212	76	39
32222213	64	57
32222221	44	30
32222222	23	12
32222223	36	30
32222231	64	58
32222232	68	40
32222233	47	58
32222311	77	96
32222312	98	82
32222313	78	84
32222321	81	73
32222322	70	55
32222323	75	73
32222331	72	73
32222332	86	79
32222333	57	61
32223111	88	72
32223112	109	90
32223113	89	84
32223121	112	92
32223122	101	74
32223123	106	92
32223131	104	95
32223132	118	102
32223133	89	93
32223211	85	69
32223212	96	51
32223213	84	69
32223221	64	42
32223222	43	24
32223223	56	42
32223231	84	70
32223232	88	52
32223233	67	70
32223311	88	84
32223312	109	90
32223313	89	72
32223321	92	85
32223322	81	67
32223323	86	77
32223331	83	61
32223332	97	67
32223333	68	49
32231111	98	60
32231112	119	78
32231113	99	72
32231121	124	87
32231122	113	94
32231123	118	99
32231131	116	83
32231132	130	101
32231133	101	85
32231211	106	89
32231212	117	71
32231213	105	89
32231221	87	62
32231222	66	44
32231223	79	62
32231231	107	90
32231232	111	72
32231233	90	84
32231311	96	76
32231312	117	82
32231313	97	64
32231321	102	81
32231322	91	87
32231323	96	69
32231331	93	53
32231332	107	59
32231333	78	41
32232111	97	71
32232112	118	89
32232113	98	83
32232121	121	98
32232122	110	83
32232123	115	101
32232131	113	94
32232132	127	102
32232133	98	84
32232211	92	78
32232212	103	60
32232213	91	78
32232221	71	51
32232222	50	33
32232223	63	51
32232231	91	79
32232232	95	61
32232233	74	79
32232311	90	75
32232312	111	81
32232313	91	63
32232321	94	80
32232322	83	76
32232323	88	68
32232331	85	52
32232332	99	58
32232333	70	40
32233111	82	73
32233112	103	91
32233113	83	85
32233121	106	100
32233122	95	95
32233123	100	100
32233131	98	84
32233132	112	90
32233133	83	72
32233211	84	90
32233212	95	72
32233213	83	90
32233221	63	63
32233222	42	45
32233223	55	63
32233231	83	83
32233232	87	73
32233233	66	71
32233311	73	63
32233312	94	69
32233313	74	51
32233321	77	68
32233322	66	74
32233323	71	56
32233331	68	40
32233332	82	46
32233333	53	28
32311111	72	40
32311112	93	58
32311113	73	52
32311121	106	67
32311122	95	85
32311123	100	79
32311131	88	63
32311132	102	81
32311133	73	75
32311211	102	90
32311212	113	88
32311213	101	102
32311221	91	79
32311222	70	61
32311223	83	79
32311231	101	95
32311232	105	89
32311233	84	83
32311311	74	75
32311312	95	81
32311313	75	63
32311321	88	80
32311322	77	86
32311323	82	68
32311331	69	52
32311332	83	58
32311333	54	40
32312111	93	51
32312112	114	69
32312113	94	63
32312121	125	78
32312122	114	96
32312123	119	90
32312131	107	74
32312132	121	92
32312133	92	83
32312211	110	95
32312212	121	77
32312213	109	95
32312221	97	68
32312222	76	50
32312223	89	68
32312231	107	94
32312232	111	78
32312233	90	82
32312311	90	74
32312312	111	80
32312313	91	62
32312321	102	79
32312322	91	85
32312323	96	67
32312331	83	51
32312332	97	57
32312333	68	39
32313111	96	53
32313112	117	71
32313113	97	65
32313121	128	80
32313122	117	98
32313123	122	92
32313131	110	76
32313132	124	89
32313133	95	71
32313211	120	103
32313212	131	89
32313213	119	93
32313221	107	80
32313222	86	62
32313223	99	80
32313231	117	82
32313232	121	88
32313233	100	70
32313311	91	62
32313312	112	68
32313313	92	50
32313321	103	67
32313322	92	73
32313323	97	55
32313331	84	39
32313332	98	45
32313333	69	27
32321111	87	58
32321112	108	76
32321113	88	70
32321121	121	85
32321122	110	93
32321123	115	97
32321131	103	81
32321132	117	99
32321133	88	86
32321211	109	88
32321212	120	70
32321213	108	88
32321221	98	61
32321222	77	43
32321223	90	61
32321231	108	89
32321232	112	71
32321233	91	85
32321311	86	77
32321312	107	83
32321313	87	65
32321321	100	82
32321322	89	86
32321323	94	70
32321331	81	54
32321332	95	60
32321333	66	42
32322111	84	69
32322112	105	87
32322113	85	81
32322121	116	96
32322122	105	82
32322123	110	100
32322131	98	92
32322132	112	103
32322133	83	85
32322211	93	77
32322212	104	59
32322213	92	77
32322221	80	50
32322222	59	32
32322223	72	50
32322231	90	78
32322232	94	60
32322233	73	78
32322311	78	76
32322312	99	82
32322313	79	64
32322321	90	81
32322322	79	75
32322323	84	69
32322331	71	53
32322332	85	59
32322333	56	41
32323111	93	71
32323112	114	89
32323113	94	83
32323121	125	98
32323122	114	94
32323123	119	101
32323131	107	85
32323132	121	91
32323133	92	73
32323211	109	89
32323212	120	71
32323213	108	89
32323221	96	62
32323222	75	44
32323223	88	62
32323231	106	84
32323232	110	72
32323233	89	72
32323311	85	64
32323312	106	70
32323313	86	52
32323321	97	69
32323322	86	75
32323323	91	57
32323331	78	41
32323332	92	47
32323333	63	29
32331111	91	59
32331112	112	77
32331113	92	71
32331121	125	86
32331122	114	104
32331123	119	93
32331131	107	77
32331132	121	83
32331133	92	65
32331211	118	99
32331212	129	91
32331213	117	87
32331221	107	82
32331222	86	64
32331223	99	82
32331231	117	76
32331232	121	82
32331233	100	64
32331311	81	56
32331312	102	62
32331313	82	44
32331321	95	61
32331322	84	67
32331323	89	49
32331331	76	33
32331332	90	39
32331333	61	21
32332111	94	70
32332112	115	88
32332113	95	82
32332121	126	97
32332122	115	103
32332123	120	92
32332131	108	76
32332132	122	82
32332133	93	64
32332211	108	98
32332212	119	80
32332213	107	86
32332221	95	71
32332222	74	53
32332223	87	71
32332231	105	75
32332232	109	81
32332233	88	63
32332311	79	55
32332312	100	61
32332313	80	43
32332321	91	60
32332322	80	66
32332323	85	48
32332331	72	32
32332332	86	38
32332333	57	20
32333111	75	72
32333112	96	90
32333113	76	75
32333121	107	92
32333122	96	98
32333123	101	80
32333131	89	64
32333132	103	70
32333133	74	52
32333211	96	86
32333212	107	92
32333213	95	74
32333221	83	83
32333222	62	65
32333223	75	79
32333231	93	63
32333232	97	69
32333233	76	51
32333311	58	43
32333312	79	49
32333313	59	31
32333321	70	48
32333322	59	54
32333323	64	36
32333331	51	20
32333332	65	26
32333333	36	8
33111111	34	17
33111112	59	35
33111113	32	29
33111121	91	44
33111122	84	62
33111123	82	56
33111131	52	40
33111132	70	58
33111133	34	52
33111211	95	67
33111212	110	85
33111213	91	79
33111221	107	90
33111222	90	72
33111223	96	90
33111231	96	90
33111232	104	100
33111233	76	97
33111311	70	61
33111312	95	79
33111313	68	73
33111321	107	88
33111322	100	100
33111323	98	82
33111331	67	66
33111332	85	72
33111333	49	54
33112111	58	28
33112112	83	46
33112113	56	40
33112121	113	55
33112122	106	73
33112123	104	67
33112131	74	51
33112132	92	69
33112133	56	63
33112211	106	78
33112212	121	88
33112213	102	90
33112221	116	79
33112222	99	61
33112223	105	79
33112231	105	101
33112232	113	89
33112233	85	96
33112311	89	72
33112312	114	90
33112313	87	76
33112321	124	93
33112322	117	99
33112323	115	81
33112331	84	65
33112332	102	71
33112333	66	53
33113111	61	30
33113112	86	48
33113113	59	42
33113121	116	57
33113122	109	75
33113123	107	69
33113131	77	53
33113132	95	71
33113133	59	65
33113211	116	80
33113212	131	98
33113213	112	92
33113221	126	91
33113222	109	73
33113223	115	91
33113231	115	96
33113232	123	101
33113233	95	84
33113311	90	74
33113312	115	82
33113313	88	64
33113321	125	81
33113322	118	87
33113323	116	69
33113331	85	53
33113332	103	59
33113333	67	41
33121111	56	35
33121112	81	53
33121113	54	47
33121121	113	62
33121122	106	80
33121123	104	74
33121131	74	58
33121132	92	76
33121133	56	70
33121211	109	85
33121212	124	81
33121213	105	97
33121221	121	72
33121222	104	54
33121223	110	72
33121231	110	100
33121232	118	82
33121233	90	99
33121311	89	79
33121312	114	97
33121313	87	79
33121321	126	96
33121322	119	97
33121323	117	84
33121331	86	68
33121332	104	74
33121333	68	56
33122111	56	46
33122112	81	64
33122113	54	58
33122121	111	73
33122122	104	91
33122123	102	85
33122131	72	69
33122132	90	87
33122133	54	81
33122211	96	88
33122212	111	70
33122213	92	88
33122221	106	61
33122222	89	43
33122223	95	61
33122231	95	89
33122232	103	71
33122233	75	89
33122311	84	90
33122312	109	96
33122313	82	78
33122321	119	95
33122322	112	86
33122323	110	83
33122331	79	67
33122332	97	73
33122333	61	55
33123111	65	48
33123112	90	66
33123113	63	60
33123121	120	75
33123122	113	93
33123123	111	87
33123131	81	71
33123132	99	89
33123133	63	83
33123211	112	98
33123212	127	82
33123213	108	100
33123221	122	73
33123222	105	55
33123223	111	73
33123231	111	98
33123232	119	83
33123233	91	86
33123311	91	78
33123312	116	84
33123313	89	66
33123321	126	83
33123322	119	89
33123323	117	71
33123331	86	55
33123332	104	61
33123333	68	43
33131111	67	36
33131112	92	54
33131113	65	48
33131121	124	63
33131122	117	81
33131123	115	75
33131131	85	59
33131132	103	77
33131133	67	71
33131211	125	86
33131212	140	102
33131213	121	98
33131221	137	93
33131222	120	75
33131223	126	93
33131231	126	90
33131232	134	96
33131233	106	78
33131311	91	70
33131312	116	76
33131313	89	58
33131321	128	75
33131322	121	81
33131323	119	63
33131331	88	47
33131332	106	53
33131333	70	35
33132111	73	47
33132112	98	65
33132113	71	59
33132121	128	74
33132122	121	92
33132123	119	86
33132131	89	70
33132132	107	88
33132133	71	78
33132211	118	97
33132212	133	91
33132213	114	100
33132221	128	82
33132222	111	64
33132223	117	82
33132231	117	89
33132232	125	92
33132233	97	77
33132311	92	69
33132312	117	75
33132313	90	57
33132321	127	74
33132322	120	80
33132323	118	62
33132331	87	46
33132332	105	52
33132333	69	34
33133111	54	49
33133112	79	67
33133113	52	61
33133121	109	76
33133122	102	94
33133123	100	88
33133131	70	72
33133132	88	84
33133133	52	66
33133211	106	99
33133212	121	103
33133213	102	88
33133221	116	94
33133222	99	76
33133223	105	93
33133231	105	77
33133232	113	83
33133233	85	65
33133311	71	57
33133312	96	63
33133313	69	45
33133321	106	62
33133322	99	68
33133323	97	50
33133331	66	34
33133332	84	40
33133333	48	22
33211111	79	40
33211112	104	58
33211113	77	52
33211121	121	67
33211122	114	85
33211123	112	79
33211131	89	63
33211132	107	81
33211133	71	75
33211211	93	90
33211212	108	76
33211213	89	94
33211221	90	67
33211222	73	49
33211223	79	67
33211231	86	95
33211232	94	77
33211233	66	95
33211311	86	84
33211312	111	93
33211313	84	75
33211321	108	92
33211322	101	92
33211323	99	80
33211331	75	64
33211332	93	70
33211333	57	52
33212111	96	51
33212112	121	69
33212113	94	63
33212121	136	78
33212122	129	88
33212123	127	90
33212131	104	74
33212132	122	92
33212133	86	86
33212211	97	83
33212212	112	65
33212213	93	83
33212221	92	56
33212222	75	38
33212223	81	56
33212231	88	84
33212232	96	66
33212233	68	84
33212311	98	86
33212312	123	92
33212313	96	74
33212321	118	91
33212322	111	81
33212323	109	79
33212331	85	63
33212332	103	69
33212333	67	51
33213111	103	53
33213112	128	71
33213113	101	65
33213121	143	80
33213122	136	98
33213123	134	92
33213131	111	76
33213132	129	94
33213133	93	83
33213211	111	95
33213212	126	77
33213213	107	95
33213221	106	68
33213222	89	50
33213223	95	68
33213231	102	94
33213232	110	78
33213233	82	82
33213311	103	74
33213312	128	80
33213313	101	62
33213321	123	79
33213322	116	85
33213323	114	67
33213331	90	51
33213332	108	57
33213333	72	39
33221111	89	58
33221112	114	76
33221113	87	70
33221121	131	85
33221122	124	81
33221123	122	97
33221131	99	81
33221132	117	99
33221133	81	93
33221211	95	76
33221212	110	58
33221213	91	76
33221221	92	49
33221222	75	31
33221223	81	49
33221231	88	77
33221232	96	59
33221233	68	77
33221311	93	89
33221312	118	95
33221313	91	77
33221321	115	92
33221322	108	74
33221323	106	82
33221331	82	66
33221332	100	72
33221333	64	54
33222111	82	69
33222112	107	87
33222113	80	81
33222121	122	88
33222122	115	70
33222123	113	88
33222131	90	92
33222132	108	98
33222133	72	97
33222211	75	65
33222212	90	47
33222213	71	65
33222221	70	38
33222222	53	20
33222223	59	38
33222231	66	66
33222232	74	48
33222233	46	66
33222311	81	88
33222312	106	90
33222313	79	76
33222321	101	81
33222322	94	63
33222323	92	81
33222331	68	65
33222332	86	71
33222333	50	53
33223111	95	71
33223112	120	89
33223113	93	83
33223121	135	98
33223122	128	82
33223123	126	100
33223131	103	94
33223132	121	103
33223133	85	85
33223211	95	77
33223212	110	59
33223213	91	77
33223221	90	50
33223222	73	32
33223223	79	50
33223231	86	78
33223232	94	60
33223233	66	78
33223311	92	76
33223312	117	82
33223313	90	64
33223321	112	81
33223322	105	75
33223323	103	69
33223331	79	53
33223332	97	59
33223333	61	41
33231111	105	59
33231112	130	77
33231113	103	71
33231121	147	86
33231122	140	102
33231123	138	98
33231131	115	82
33231132	133	95
33231133	97	77
33231211	116	97
33231212	131	79
33231213	112	97
33231221	113	70
33231222	96	52
33231223	102	70
33231231	109	88
33231232	117	80
33231233	89	76
33231311	100	68
33231312	125	74
33231313	98	56
33231321	122	73
33231322	115	79
33231323	113	61
33231331	89	45
33231332	107	51
33231333	71	33
33232111	104	70
33232112	129	88
33232113	102	82
33232121	144	97
33232122	137	91
33232123	135	104
33232131	112	88
33232132	130	94
33232133	94	76
33232211	102	86
33232212	117	68
33232213	98	86
33232221	97	59
33232222	80	41
33232223	86	59
33232231	93	87
33232232	101	69
33232233	73	75
33232311	94	67
33232312	119	73
33232313	92	55
33232321	114	72
33232322	107	78
33232323	105	60
33232331	81	44
33232332	99	50
33232333	63	32
33233111	89	72
33233112	114	90
33233113	87	84
33233121	129	99
33233122	122	103
33233123	120	92
33233131	97	76
33233132	115	82
33233133	79	64
33233211	94	98
33233212	109	80
33233213	90	86
33233221	89	71
33233222	72	53
33233223	78	71
33233231	85	75
33233232	93	81
33233233	65	63
33233311	77	55
33233312	102	61
33233313	75	43
33233321	97	60
33233322	90	66
33233323	88	48
33233331	64	32
33233332	82	38
33233333	46	20
33311111	50	39
33311112	75	57
33311113	48	51
33311121	100	66
33311122	93	84
33311123	91	78
33311131	58	62
33311132	76	80
33311133	40	74
33311211	83	89
33311212	98	96
33311213	79	98
33311221	88	87
33311222	71	69
33311223	77	87
33311231	74	87
33311232	82	93
33311233	54	75
33311311	49	67
33311312	74	73
33311313	47	55
33311321	79	72
33311322	72	78
33311323	70	60
33311331	36	44
33311332	54	50
33311333	18	32
33312111	71	50
33312112	96	68
33312113	69	62
33312121	119	77
33312122	112	95
33312123	110	89
33312131	77	73
33312132	95	91
33312133	59	75
33312211	91	100
33312212	106	85
33312213	87	97
33312221	94	76
33312222	77	58
33312223	83	76
33312231	80	86
33312232	88	86
33312233	60	74
33312311	65	66
33312312	90	72
33312313	63	54
33312321	93	71
33312322	86	77
33312323	84	59
33312331	50	43
33312332	68	49
33312333	32	31
33313111	74	52
33313112	99	70
33313113	72	64
33313121	122	79
33313122	115	97
33313123	113	91
33313131	80	75
33313132	98	81
33313133	62	63
33313211	101	97
33313212	116	97
33313213	97	85
33313221	104	88
33313222	87	70
33313223	93	88
33313231	90	74
33313232	98	80
33313233	70	62
33313311	66	54
33313312	91	60
33313313	64	42
33313321	94	59
33313322	87	65
33313323	85	47
33313331	51	31
33313332	69	37
33313333	33	19
33321111	65	57
33321112	90	75
33321113	63	69
33321121	115	84
33321122	108	101
33321123	106	96
33321131	73	80
33321132	91	96
33321133	55	78
33321211	90	96
33321212	105	78
33321213	86	96
33321221	95	69
33321222	78	51
33321223	84	69
33321231	81	89
33321232	89	79
33321233	61	77
33321311	61	69
33321312	86	75
33321313	59	57
33321321	91	74
33321322	84	80
33321323	82	62
33321331	48	46
33321332	66	52
33321333	30	34
33322111	62	68
33322112	87	86
33322113	60	80
33322121	110	95
33322122	103	90
33322123	101	105
33322131	68	89
33322132	86	95
33322133	50	77
33322211	74	85
33322212	89	67
33322213	70	85
33322221	77	58
33322222	60	40
33322223	66	58
33322231	63	86
33322232	71	68
33322233	43	76
33322311	53	68
33322312	78	74
33322313	51	56
33322321	81	73
33322322	74	79
33322323	72	61
33322331	38	45
33322332	56	51
33322333	20	33
33323111	71	70
33323112	96	88
33323113	69	82
33323121	119	97
33323122	112	102
33323123	110	93
33323131	77	77
33323132	95	83
33323133	59	65
33323211	90	97
33323212	105	79
33323213	86	87
33323221	93	70
33323222	76	52
33323223	82	70
33323231	79	76
33323232	87	80
33323233	59	64
33323311	60	56
33323312	85	62
33323313	58	44
33323321	88	61
33323322	81	67
33323323	79	49
33323331	45	33
33323332	63	39
33323333	27	21
33331111	69	58
33331112	94	76
33331113	67	70
33331121	119	85
33331122	112	103
33331123	110	85
33331131	77	69
33331132	95	75
33331133	59	57
33331211	99	91
33331212	114	97
33331213	95	79
33331221	104	90
33331222	87	72
33331223	93	84
33331231	90	68
33331232	98	74
33331233	70	56
33331311	56	48
33331312	81	54
33331313	54	36
33331321	86	53
33331322	79	59
33331323	77	41
33331331	43	25
33331332	61	31
33331333	25	13
33332111	72	69
33332112	97	87
33332113	70	79
33332121	120	96
33332122	113	102
33332123	111	84
33332131	78	68
33332132	96	74
33332133	60	56
33332211	89	90
33332212	104	88
33332213	85	78
33332221	92	79
33332222	75	61
33332223	81	79
33332231	78	67
33332232	86	73
33332233	58	55
33332311	54	47
33332312	79	53
33332313	52	35
33332321	82	52
33332322	75	58
33332323	73	40
33332331	39	24
33332332	57	30
33332333	21	12
33333111	53	71
33333112	78	85
33333113	51	67
33333121	101	84
33333122	94	90
33333123	92	72
33333131	59	56
33333132	77	62
33333133	41	44
33333211	77	78
33333212	92	84
33333213	73	66
33333221	80	83
33333222	63	73
33333223	69	71
33333231	66	55
33333232	74	61
33333233	46	43
33333311	33	35
33333312	58	41
33333313	31	23
33333321	61	40
33333322	54	46
33333323	52	28
33333331	18	12
33333332	36	18
33333333	0	0
# Average disruption <E> = 91.1111
# Average mutation <m> = 71.3794
